Sno,Name,Unit,Created Date,Service,Category,Enable Asset Tracking,Notes,Commodity Code,Sub CommodityCode,Std cost updated,Product Line Segment,Foreign Name,GL Account Code
404,SCRUB-202 1091GAL,Each,2024-08-26T13:05:19Z,,Roofing Shingles,TRUE,,Cement (C020301),,47.83,,,
405,DISINFECT-915 277ML,Box,2024-10-16T14:13:00Z,,Sandpaper Rolls,FALSE,,Vehicle Maintenance (M030501),Cement (C020301),547.32,,,
406,HD-807 1877ML,Carton,2024-08-04T20:19:46Z,,Brass Fittings,FALSE,,IT Equipment (T020101),Cement (C020301),853.66,,,
407,LX-742 1946OZ,Box,2024-10-16T22:47:09Z,,Tungsten Electrodes,FALSE,,Sterile Gloves (M070101),,996.53,,,
408,HD-221 825OZ,Each,2024-02-07T12:31:32Z,,Industrial Solvents,TRUE,,Advert. agency fees (X020101),,897.55,,,
409,CLNR-963 2582GAL,Each,2024-03-28T17:20:14Z,,Water Treatment Chemicals,TRUE,,APO Services (V050401),,638.512,,,
410,DISINFECT-772 1864GAL,Box,2024-10-15T09:43:18Z,,"Bearings, Ball-Type",FALSE,,,,862.08,,,
411,BK-365 2341KG,Carton,2024-09-28T02:00:01Z,,Chain Belts,TRUE,,Medical Supplies (M060101),Sterile Gloves (M070101),782.93,,,
412,SCRUB-329 2356GAL,Box,2024-11-11T16:36:18Z,,Conveyor Rollers,TRUE,,Construction Materials (C040201),Paper products (X010201),509.44,,,
413,LX-564 580OZ,Box,2024-08-04T10:55:09Z,,Pneumatic Tools,TRUE,,,Advert. agency fees (X020101),902.48,,,
414,CLNR-927 2262OZ,Carton,2024-04-09T13:04:44Z,,LED Light Fixtures,FALSE,,,APO Services (V050401),802.77,,,
415,CLNR-532 684OZ,Carton,2024-04-17T05:46:22Z,,Circuit Breakers,FALSE,,,Paper products (X010201),964.78,,,
416,PRD-179 401KG,Each,2024-08-26T13:05:19Z,,Plumbing Valves,FALSE,,,,908.55,,,
417,SCRUB-233 1871OZ,Box,2024-08-26T13:05:19Z,,Office Furniture,FALSE,,Chemicals products (W050701),Cement (C020301),474.38,,,
418,CLNR-209 2159OZ,Carton,2024-03-29T16:42:50Z,,Cleaning Supplies,TRUE,,Graphic chain pack design (X030101),Cement (C020301),552.83,,,
419,DISINFECT-620 1512GAL,Box,2024-02-25T17:13:24Z,,Packaging Materials,TRUE,,Office Supplies (W050801),,950.47,,,
420,HD-850 398GAL,Each,2024-04-24T16:39:12Z,,IT Equipment,FALSE,,Cement (C020301),,201.34,,,
421,AC-542 167KG,Each,2024-10-17T11:18:16Z,,Laboratory Glassware,TRUE,,Vehicle Maintenance (M030501),,111.56,,,
422,DISINFECT-345 2037GAL,Box,2024-05-14T09:57:01Z,,Medical PPE Supplies,TRUE,,,,168.85,,,
423,CLNR-809 972GAL,Carton,2024-08-03T06:45:56Z,,,TRUE,,Sterile Gloves (M070101),Sterile Gloves (M070101),829.16,,,
424,DISINFECT-247 1952GAL,Box,2024-03-21T13:14:00Z,,"Alumina, Brown Fused",TRUE,,Advert. agency fees (X020101),Paper products (X010201),738.49,,,
425,BK-826 1187L,Box,2024-06-05T23:56:20Z,,"Silica, High-Purity",FALSE,,APO Services (V050401),,525.04,,,
426,AC-574 347GAL,Carton,2024-03-04T06:01:13Z,,Graphite Powder,FALSE,,Paper products (X010201),,912.54,,,
427,LX-985 2114L,Carton,2024-04-30T17:38:04Z,,Silicon Carbide,FALSE,,Medical Supplies (M060101),,260.23,,,
428,AC-451 374GAL,Each,2024-08-26T13:05:19Z,,"Steel, Galvanized Sheets",TRUE,,Construction Materials (C040201),,497.93,,,
429,AC-658 2540L,Box,2024-01-04T13:21:39Z,,Aluminum Ingots,FALSE,,Chemicals products (W050701),Advert. agency fees (X020101),528.25,,,
430,SCRUB-415 1092KG,Carton,2024-08-26T13:05:19Z,,Copper Cathodes,TRUE,,Graphic chain pack design (X030101),APO Services (V050401),964.03,,,
431,BK-884 1885L,Box,2024-10-20T01:51:15Z,,Polypropylene Resin,FALSE,,,Paper products (X010201),873.94,,,
432,BTHRM-192 960OZ,Each,2024-07-07T13:17:42Z,,Polyester Fiber,FALSE,,Cement (C020301),,312.611,,,
433,SCRUB-316 1054ML,Each,2024-02-08T07:34:27Z,,Activated Carbon,FALSE,,Vehicle Maintenance (M030501),Cement (C020301),354.77,,,
434,LX-353 2308ML,Box,2024-08-23T08:52:38Z,,Calcium Carbonate,TRUE,,IT Equipment (T020101),Cement (C020301),798.02,,,
435,LX-819 1657OZ,Carton,2024-07-01T07:38:38Z,,Zinc Oxide,FALSE,,Sterile Gloves (M070101),,520.96,,,
436,CLNR-570 999ML,Box,2024-10-23T13:01:35Z,,Titanium Dioxide,TRUE,,Advert. agency fees (X020101),,937.33,,,
437,DISINFECT-435 120KG,Box,2024-03-25T05:28:54Z,,Ceramic Tiles,TRUE,,APO Services (V050401),,660.45,,,
438,SN-137 1563L,Carton,2024-08-06T08:48:25Z,,Plastic Granules,TRUE,,,,49.15,,,
439,AC-416 2384KG,Carton,2024-04-20T13:04:15Z,,Rubber Compounds,FALSE,,Medical Supplies (M060101),Sterile Gloves (M070101),715.891,,,
440,SN-514 1683ML,Each,2023-12-12T09:23:28Z,,Abrasive Grinding Wheels,FALSE,,Construction Materials (C040201),Paper products (X010201),876.91,,,
441,PRD-307 2634KG,Box,2024-09-10T20:17:08Z,,Industrial Paints,FALSE,,,Advert. agency fees (X020101),765.97,,,
442,AC-103 2503L,Carton,2024-02-15T13:17:21Z,,Wood Pellets,FALSE,,,APO Services (V050401),556.555,,,
443,HD-360 16ML,Box,2024-08-26T13:05:19Z,,PVC Pipes,TRUE,,,Paper products (X010201),395.44,,,
444,SN-111 66ML,Each,2024-05-09T17:49:36Z,,Insulation Foam,TRUE,,,,184.68,,,
445,BK-215 1083OZ,Each,2024-05-22T14:52:18Z,,Hydraulic Fluids,FALSE,,,Cement (C020301),523.03,,,
446,LX-862 678GAL,Box,2024-01-17T14:20:42Z,,Lubricating Oils,TRUE,,Chemicals products (W050701),Cement (C020301),958.42,,,
447,HD-777 574OZ,Carton,2024-08-26T13:05:19Z,,Welding Rods,TRUE,,Graphic chain pack design (X030101),,62.49,,,
448,CLNR-626 769OZ,Box,2023-12-09T18:13:26Z,,Electrical Cables,TRUE,,Office Supplies (W050801),,432.86,,,
449,SN-558 1063KG,Box,2024-09-28T07:36:24Z,,Industrial Adhesives,TRUE,,Cement (C020301),,527.18,,,
450,HD-503 398KG,Carton,2024-10-05T23:20:22Z,,Stainless Steel Fasteners,FALSE,,Vehicle Maintenance (M030501),,91.83,,,
451,PRD-151 288OZ,Carton,2024-02-13T18:23:13Z,,HVAC Filters,FALSE,,,Sterile Gloves (M070101),222.43,,,
452,LX-492 514L,Each,2024-08-17T12:31:33Z,,Safety Helmets,FALSE,,Sterile Gloves (M070101),Paper products (X010201),318.88,,,
453,DISINFECT-612 1610GAL,Box,2024-04-05T23:36:10Z,,Fire-Resistant Fabrics,TRUE,,Advert. agency fees (X020101),,224.75,,,
454,CLNR-810 1106L,Carton,2024-08-14T07:19:33Z,,Concrete Additives,FALSE,,APO Services (V050401),,833.91,,,
455,SCRUB-435 2833KG,Box,2024-08-26T13:05:19Z,,Glass Wool Insulation,TRUE,,Paper products (X010201),,847.631,,,
456,BK-611 2089L,Each,2024-04-07T13:09:32Z,,Roofing Shingles,FALSE,,Medical Supplies (M060101),,27.099,,,
457,BTHRM-303 2018OZ,Each,2024-08-03T05:21:58Z,,Sandpaper Rolls,FALSE,,Construction Materials (C040201),,811.25,,,
458,BTHRM-939 2883L,Box,2023-12-18T21:41:56Z,,Brass Fittings,FALSE,,Chemicals products (W050701),,726.39,,,
459,SN-649 2828KG,Carton,2024-01-02T22:24:41Z,,Tungsten Electrodes,TRUE,,Graphic chain pack design (X030101),Advert. agency fees (X020101),219.02,,,
460,BK-575 1086KG,Box,2024-10-12T04:30:27Z,,Industrial Solvents,TRUE,,,APO Services (V050401),204.39,,,
461,SN-922 1362L,Box,2024-08-26T13:05:19Z,,Water Treatment Chemicals,FALSE,,Cement (C020301),Paper products (X010201),916.31,,,
462,AC-814 461OZ,Carton,2023-12-04T15:37:21Z,,"Bearings, Ball-Type",TRUE,,Vehicle Maintenance (M030501),,180.83,,,
463,PRD-399 1771L,Carton,2024-10-26T00:23:49Z,,Chain Belts,TRUE,,IT Equipment (T020101),Cement (C020301),676.56,,,
464,LX-213 850KG,Each,2024-05-23T07:11:36Z,,Conveyor Rollers,TRUE,,Sterile Gloves (M070101),Cement (C020301),632.87,,,
465,SCRUB-440 1481KG,Box,2023-11-29T15:10:09Z,,Pneumatic Tools,FALSE,,Advert. agency fees (X020101),,366.89,,,
466,BK-610 211KG,Carton,2024-07-16T21:34:23Z,,LED Light Fixtures,FALSE,,APO Services (V050401),,350.95,,,
467,DISINFECT-376 2567GAL,Box,2024-01-20T03:53:03Z,,Circuit Breakers,FALSE,,,,510.56,,,
468,AC-436 2686ML,Each,2024-05-15T11:49:23Z,,Plumbing Valves,FALSE,,Medical Supplies (M060101),,545.55,,,
469,SN-326 242OZ,Each,2024-06-10T06:36:53Z,,Office Furniture,TRUE,,Construction Materials (C040201),Sterile Gloves (M070101),860.98,,,
470,HD-868 746ML,Box,2024-05-15T11:49:23Z,,Cleaning Supplies,TRUE,,,Paper products (X010201),434.36,,,
471,CLNR-691 1983ML,Carton,2024-08-26T13:05:19Z,,Packaging Materials,FALSE,,,Advert. agency fees (X020101),359.73,,,
472,BTHRM-774 819KG,Box,2024-08-30T19:49:32Z,,IT Equipment,TRUE,,,APO Services (V050401),838.92,,,
473,HD-706 1691KG,Box,2024-08-26T02:27:06Z,,Laboratory Glassware,TRUE,,,Paper products (X010201),199.06,,,
474,HD-205 1574L,Carton,2024-09-18T14:17:39Z,,Medical PPE Supplies,TRUE,,,,115.788,,,
475,HD-702 1233KG,Carton,2024-09-07T08:10:09Z,,,TRUE,,,Cement (C020301),668.91,,,
476,SCRUB-371 374GAL,Each,2024-02-09T20:19:23Z,,"Alumina, Brown Fused",FALSE,,,Cement (C020301),710.82,,,
477,SN-508 382OZ,Box,2024-08-26T15:50:31Z,,"Silica, High-Purity",FALSE,,,,436.82,,,
478,SCRUB-457 2325L,Carton,2024-08-27T01:24:04Z,,Graphite Powder,FALSE,,Chemicals products (W050701),,819.29,,,
479,BTHRM-454 336L,Box,2023-12-10T22:39:23Z,,Silicon Carbide,TRUE,,Graphic chain pack design (X030101),,364.27,,,
480,SN-490 2510ML,Each,2024-09-02T01:35:56Z,,"Steel, Galvanized Sheets",FALSE,,Office Supplies (W050801),,120.17,,,
481,BTHRM-660 1950GAL,Each,2024-01-04T01:30:24Z,,Aluminum Ingots,TRUE,,Cement (C020301),Sterile Gloves (M070101),403.56,,,
482,DISINFECT-751 281GAL,Box,2024-02-20T19:04:03Z,,Copper Cathodes,FALSE,,Vehicle Maintenance (M030501),Paper products (X010201),400.23,,,
483,BK-647 2723GAL,Carton,2024-04-16T20:06:51Z,,Polypropylene Resin,FALSE,,,,152.22,,,
484,SCRUB-782 2145OZ,Box,2024-05-21T16:34:20Z,,Polyester Fiber,FALSE,,Sterile Gloves (M070101),,986.59,,,
485,BK-468 1711GAL,Box,2024-08-26T13:05:19Z,,Activated Carbon,TRUE,,Advert. agency fees (X020101),,368.93,,,
486,LX-691 610L,Carton,2024-08-02T19:50:56Z,,,FALSE,,APO Services (V050401),Advert. agency fees (X020101),941.39,,,
487,LX-495 2092GAL,Carton,2024-05-29T19:20:12Z,,,TRUE,,Paper products (X010201),APO Services (V050401),914.911,,,
488,DISINFECT-741 1563L,Each,2024-10-31T18:43:08Z,,,TRUE,,Medical Supplies (M060101),Paper products (X010201),648.46,,,
489,DISINFECT-111 1894GAL,Box,2024-02-06T21:08:43Z,,,TRUE,,Construction Materials (C040201),,833.13,,,
490,SCRUB-379 2912L,Carton,2024-10-03T13:23:41Z,,Plastic Granules,FALSE,,Chemicals products (W050701),Cement (C020301),858.267,,,
491,AC-215 875KG,Box,2024-01-11T18:04:05Z,,Rubber Compounds,FALSE,,Graphic chain pack design (X030101),Cement (C020301),138.17,,,
492,CLNR-871 657L,Each,2024-02-05T12:15:13Z,,Abrasive Grinding Wheels,FALSE,,,,380.57,,,
493,CLNR-209 1458GAL,Each,2024-02-20T01:33:00Z,,Industrial Paints,FALSE,,Cement (C020301),,450.37,,,
494,LX-647 2132OZ,Box,2024-08-25T01:05:51Z,,Wood Pellets,TRUE,,Vehicle Maintenance (M030501),,421.895,,,
495,SCRUB-230 1654L,Carton,2023-12-17T14:53:31Z,,PVC Pipes,TRUE,,IT Equipment (T020101),,421.895,,,
496,PRD-396 2663GAL,Box,2024-06-02T08:05:36Z,,Insulation Foam,FALSE,,Sterile Gloves (M070101),Sterile Gloves (M070101),214.82,,,
497,PRD-672 1381OZ,Box,2024-02-12T18:44:24Z,,Hydraulic Fluids,TRUE,,Advert. agency fees (X020101),Paper products (X010201),829.911,,,
498,BTHRM-674 815ML,Carton,2024-11-07T14:28:34Z,,Lubricating Oils,TRUE,,APO Services (V050401),Advert. agency fees (X020101),737.46,,,
499,BTHRM-355 817ML,Carton,2023-12-06T11:39:56Z,,Welding Rods,TRUE,,,APO Services (V050401),550.69,,,
500,AC-418 376GAL,Each,2024-01-19T10:41:24Z,,Electrical Cables,TRUE,,Medical Supplies (M060101),Paper products (X010201),989.89,,,
501,AC-849 927KG,Box,2024-07-14T12:54:11Z,,Industrial Adhesives,FALSE,,Construction Materials (C040201),,215.03,,,
502,AC-417 1481OZ,Carton,2024-08-17T01:35:01Z,,Stainless Steel Fasteners,FALSE,,,Cement (C020301),853.92,,,
503,SCRUB-667 1076ML,Box,2024-08-26T13:05:19Z,,HVAC Filters,FALSE,,Chemicals products (W050701),Cement (C020301),88.445,,,
504,SCRUB-519 1086KG,Each,2024-08-26T13:05:19Z,,Safety Helmets,TRUE,,Graphic chain pack design (X030101),,735.79,,,
505,BTHRM-400 1691KG,Each,2024-10-16T14:13:00Z,,Fire-Resistant Fabrics,FALSE,,Office Supplies (W050801),,47.83,,,
506,SCRUB-481 1326GAL,Box,2024-08-04T20:19:46Z,,,TRUE,,Cement (C020301),,547.32,,,
507,DISINFECT-344 297L,Carton,2024-10-16T22:47:09Z,,Glass Wool Insulation,FALSE,,Vehicle Maintenance (M030501),,853.66,,,
508,DISINFECT-110 342GAL,Box,2024-02-07T12:31:32Z,,Roofing Shingles,FALSE,,,Sterile Gloves (M070101),996.53,,,
509,SN-822 2314ML,Box,2024-03-28T17:20:14Z,,Sandpaper Rolls,FALSE,,Sterile Gloves (M070101),Paper products (X010201),897.55,,,
510,DISINFECT-987 678GAL,Carton,2024-10-15T09:43:18Z,,Brass Fittings,TRUE,,Advert. agency fees (X020101),,638.512,,,
511,PRD-902 1723GAL,Carton,2024-09-28T02:00:01Z,,Tungsten Electrodes,TRUE,,APO Services (V050401),,862.08,,,
512,CLNR-686 976KG,Each,2024-11-11T16:36:18Z,,Industrial Solvents,FALSE,,Paper products (X010201),,782.93,,,
513,DISINFECT-240 1355L,Box,2024-08-04T10:55:09Z,,Water Treatment Chemicals,TRUE,,Medical Supplies (M060101),,509.44,,,
514,DISINFECT-298 2169L,Carton,2024-04-09T13:04:44Z,,"Bearings, Ball-Type",TRUE,,Construction Materials (C040201),,902.48,,,
515,LX-878 586GAL,Box,2024-04-17T05:46:22Z,,Chain Belts,TRUE,,Chemicals products (W050701),,802.77,,,
516,DISINFECT-945 657L,Each,2024-08-26T13:05:19Z,,Conveyor Rollers,FALSE,,Graphic chain pack design (X030101),Advert. agency fees (X020101),964.78,,,
517,AC-451 376GAL,Each,2024-08-26T13:05:19Z,,Pneumatic Tools,FALSE,,,APO Services (V050401),908.55,,,
518,SN-547 815ML,Box,2024-03-29T16:42:50Z,,LED Light Fixtures,FALSE,,Cement (C020301),Paper products (X010201),474.38,,,
519,DISINFECT-231 2132OZ,Carton,2024-02-25T17:13:24Z,,Circuit Breakers,FALSE,,Vehicle Maintenance (M030501),,552.83,,,
520,BK-766 1345GAL,Box,2024-04-24T16:39:12Z,,Plumbing Valves,TRUE,,IT Equipment (T020101),Cement (C020301),950.47,,,
521,CLNR-114 350OZ,Box,2024-10-17T11:18:16Z,,Office Furniture,TRUE,,Sterile Gloves (M070101),Cement (C020301),201.34,,,
522,PRD-935 2510ML,Carton,2024-05-14T09:57:01Z,,Cleaning Supplies,FALSE,,Advert. agency fees (X020101),,111.56,,,
523,DISINFECT-107 1672KG,Carton,2024-08-03T06:45:56Z,,Packaging Materials,TRUE,,APO Services (V050401),,168.85,,,
524,SCRUB-457 1225ML,Each,2024-03-21T13:14:00Z,,IT Equipment,TRUE,,,,829.16,,,
525,LX-476 405ML,Box,2024-06-05T23:56:20Z,,Laboratory Glassware,TRUE,,Medical Supplies (M060101),,738.49,,,
526,SCRUB-973 1326GAL,Carton,2024-03-04T06:01:13Z,,Medical PPE Supplies,TRUE,,Construction Materials (C040201),Sterile Gloves (M070101),525.04,,,
527,SCRUB-960 2280ML,Box,2024-04-30T17:38:04Z,,,FALSE,,,Paper products (X010201),912.54,,,
528,AC-204 2679L,Each,2024-08-26T13:05:19Z,,,FALSE,,Chemicals products (W050701),Advert. agency fees (X020101),260.23,,,
529,DISINFECT-373 723L,Each,2024-01-04T13:21:39Z,,,FALSE,,Graphic chain pack design (X030101),APO Services (V050401),497.93,,,
530,AC-637 2870GAL,Box,2024-08-26T13:05:19Z,,"Alumina, Brown Fused",TRUE,,Office Supplies (W050801),Paper products (X010201),528.25,,,
531,HD-632 2440OZ,Carton,2024-10-20T01:51:15Z,,"Silica, High-Purity",FALSE,,Cement (C020301),,964.03,,,
532,HD-276 83KG,Box,2024-07-07T13:17:42Z,,Graphite Powder,TRUE,,Vehicle Maintenance (M030501),Cement (C020301),873.94,,,
533,DISINFECT-366 2634KG,Box,2024-02-08T07:34:27Z,,Silicon Carbide,FALSE,,,Cement (C020301),312.611,,,
534,SCRUB-788 1332L,Carton,2024-08-23T08:52:38Z,,"Steel, Galvanized Sheets",FALSE,,Sterile Gloves (M070101),,354.77,,,
535,SCRUB-150 124KG,Carton,2024-07-01T07:38:38Z,,Aluminum Ingots,FALSE,,Advert. agency fees (X020101),,798.02,,,
536,HD-169 50L,Each,2024-10-23T13:01:35Z,,Copper Cathodes,TRUE,,APO Services (V050401),,520.96,,,
537,BK-218 2322ML,Box,2024-03-25T05:28:54Z,,Polypropylene Resin,FALSE,,Paper products (X010201),,937.33,,,
538,DISINFECT-716 1860ML,Carton,2024-08-06T08:48:25Z,,Polyester Fiber,TRUE,,Medical Supplies (M060101),Sterile Gloves (M070101),660.45,,,
539,HD-360 405ML,Box,2024-04-20T13:04:15Z,,Activated Carbon,TRUE,,Construction Materials (C040201),Paper products (X010201),49.15,,,
540,DISINFECT-170 391OZ,Each,2023-12-12T09:23:28Z,,Calcium Carbonate,TRUE,,Chemicals products (W050701),,715.891,,,
541,AC-520 1314OZ,Each,2024-09-10T20:17:08Z,,Zinc Oxide,FALSE,,Graphic chain pack design (X030101),,876.91,,,
542,BTHRM-521 1026KG,Box,2024-02-15T13:17:21Z,,Titanium Dioxide,FALSE,,,,765.97,,,
543,LX-919 1873KG,Carton,2024-08-26T13:05:19Z,,Ceramic Tiles,FALSE,,Cement (C020301),,556.555,,,
544,SCRUB-532 259KG,Box,2024-05-09T17:49:36Z,,Plastic Granules,FALSE,,Vehicle Maintenance (M030501),,395.44,,,
545,DISINFECT-415 1950GAL,Box,2024-05-22T14:52:18Z,,Rubber Compounds,TRUE,,IT Equipment (T020101),,184.68,,,
546,DISINFECT-465 1924GAL,Carton,2024-01-17T14:20:42Z,,Abrasive Grinding Wheels,TRUE,,Sterile Gloves (M070101),,523.03,,,
547,HD-927 873GAL,Carton,2024-08-26T13:05:19Z,,Industrial Paints,FALSE,,Advert. agency fees (X020101),Advert. agency fees (X020101),958.42,,,
548,SN-525 1692GAL,Each,2023-12-09T18:13:26Z,,Wood Pellets,TRUE,,APO Services (V050401),APO Services (V050401),62.49,,,
549,CLNR-723 2524OZ,Box,2024-09-28T07:36:24Z,,PVC Pipes,TRUE,,,Paper products (X010201),432.86,,,
550,SCRUB-227 142ML,Carton,2024-10-05T23:20:22Z,,Insulation Foam,TRUE,,Medical Supplies (M060101),,527.18,,,
551,CLNR-427 1028KG,Box,2024-02-13T18:23:13Z,,Hydraulic Fluids,TRUE,,Construction Materials (C040201),Cement (C020301),91.83,,,
552,DISINFECT-793 1045L,Each,2024-08-17T12:31:33Z,,Lubricating Oils,FALSE,,,Cement (C020301),222.43,,,
553,SCRUB-586 772GAL,Each,2024-04-05T23:36:10Z,,Welding Rods,FALSE,,,,318.88,,,
554,BK-174 2079GAL,Box,2024-08-14T07:19:33Z,,Electrical Cables,FALSE,,,,224.75,,,
555,BTHRM-267 872ML,Carton,2024-08-26T13:05:19Z,,Industrial Adhesives,TRUE,,Chemicals products (W050701),,833.91,,,
556,SN-481 2341KG,Box,2024-04-07T13:09:32Z,,Stainless Steel Fasteners,FALSE,,Graphic chain pack design (X030101),,847.631,,,
557,AC-670 494L,Box,2024-08-03T05:21:58Z,,HVAC Filters,TRUE,,Office Supplies (W050801),Sterile Gloves (M070101),27.099,,,
558,HD-692 1658OZ,Carton,2023-12-18T21:41:56Z,,Safety Helmets,FALSE,,Cement (C020301),Paper products (X010201),811.25,,,
559,BTHRM-741 2106L,Carton,2024-01-02T22:24:41Z,,Fire-Resistant Fabrics,FALSE,,Vehicle Maintenance (M030501),Advert. agency fees (X020101),726.39,,,
560,SCRUB-222 1833L,Each,2024-10-12T04:30:27Z,,Concrete Additives,FALSE,,,APO Services (V050401),219.02,,,
561,PRD-779 39L,Box,2024-08-26T13:05:19Z,,Glass Wool Insulation,TRUE,,Sterile Gloves (M070101),Paper products (X010201),204.39,,,
562,SCRUB-523 2308ML,Carton,2023-12-04T15:37:21Z,,Roofing Shingles,TRUE,,Advert. agency fees (X020101),,916.31,,,
563,BTHRM-906 491ML,Box,2024-10-26T00:23:49Z,,Sandpaper Rolls,FALSE,,APO Services (V050401),Cement (C020301),180.83,,,
564,SN-714 2124OZ,Each,2024-05-23T07:11:36Z,,Brass Fittings,TRUE,,Paper products (X010201),Cement (C020301),676.56,,,
565,PRD-393 817ML,Each,2023-11-29T15:10:09Z,,Tungsten Electrodes,TRUE,,Medical Supplies (M060101),,632.87,,,
566,SCRUB-995 1293KG,Box,2024-07-16T21:34:23Z,,Industrial Solvents,TRUE,,Construction Materials (C040201),,366.89,,,
567,DISINFECT-651 259KG,Carton,2024-01-20T03:53:03Z,,Water Treatment Chemicals,FALSE,,Chemicals products (W050701),,350.95,,,
568,AC-978 2221OZ,Box,2024-05-15T11:49:23Z,,"Bearings, Ball-Type",FALSE,,Graphic chain pack design (X030101),,510.56,,,
569,HD-573 912GAL,Box,2024-06-10T06:36:53Z,,Chain Belts,FALSE,,,Sterile Gloves (M070101),545.55,,,
570,AC-116 598OZ,Carton,2024-05-15T11:49:23Z,,Conveyor Rollers,FALSE,,Cement (C020301),Paper products (X010201),860.98,,,
571,LX-493 2124OZ,Carton,2024-08-26T13:05:19Z,,Pneumatic Tools,TRUE,,Vehicle Maintenance (M030501),,434.36,,,
572,PRD-693 1867OZ,Each,2024-08-30T19:49:32Z,,LED Light Fixtures,TRUE,,IT Equipment (T020101),,359.73,,,
573,SN-875 2036GAL,Box,2024-08-26T02:27:06Z,,Circuit Breakers,FALSE,,Sterile Gloves (M070101),,838.92,,,
574,SCRUB-480 1687OZ,Carton,2024-09-18T14:17:39Z,,Plumbing Valves,TRUE,,Advert. agency fees (X020101),,199.06,,,
575,SN-630 1387ML,Box,2024-09-07T08:10:09Z,,Office Furniture,TRUE,,APO Services (V050401),,115.788,,,
576,AC-566 2629OZ,Each,2024-02-09T20:19:23Z,,Cleaning Supplies,TRUE,,,,668.91,,,
577,AC-251 2540L,Each,2024-08-26T15:50:31Z,,Packaging Materials,TRUE,,Medical Supplies (M060101),Advert. agency fees (X020101),710.82,,,
578,PRD-913 2856L,Box,2024-08-27T01:24:04Z,,IT Equipment,FALSE,,Construction Materials (C040201),APO Services (V050401),436.82,,,
579,BK-404 2390KG,Carton,2023-12-10T22:39:23Z,,Laboratory Glassware,FALSE,,,Paper products (X010201),819.29,,,
580,BK-415 354ML,Box,2024-09-02T01:35:56Z,,Medical PPE Supplies,FALSE,,,,364.27,,,
581,AC-517 525L,Box,2024-01-04T01:30:24Z,,,TRUE,,,Cement (C020301),120.17,,,
582,HD-722 670L,Carton,2024-02-20T19:04:03Z,,"Alumina, Brown Fused",FALSE,,,Cement (C020301),403.56,,,
583,SCRUB-563 543L,Carton,2024-04-16T20:06:51Z,,"Silica, High-Purity",TRUE,,,,400.23,,,
584,SCRUB-924 528ML,Each,2024-05-21T16:34:20Z,,Graphite Powder,FALSE,,Chemicals products (W050701),,152.22,,,
585,PRD-803 1411KG,Box,2024-08-26T13:05:19Z,,Silicon Carbide,FALSE,,Graphic chain pack design (X030101),,986.59,,,
586,LX-475 1235ML,Carton,2024-08-02T19:50:56Z,,"Steel, Galvanized Sheets",FALSE,,Office Supplies (W050801),,368.93,,,
587,SN-679 228L,Box,2024-05-29T19:20:12Z,,Aluminum Ingots,TRUE,,Cement (C020301),Sterile Gloves (M070101),941.39,,,
588,SN-518 1313OZ,Each,2024-10-31T18:43:08Z,,Copper Cathodes,FALSE,,Vehicle Maintenance (M030501),Paper products (X010201),914.911,,,
589,LX-547 83KG,Each,2024-02-06T21:08:43Z,,Polypropylene Resin,TRUE,,,Advert. agency fees (X020101),648.46,,,
590,BTHRM-778 142ML,Box,2024-10-03T13:23:41Z,,Polyester Fiber,TRUE,,Sterile Gloves (M070101),APO Services (V050401),833.13,,,
591,CLNR-435 434GAL,Carton,2024-01-11T18:04:05Z,,Activated Carbon,TRUE,,Advert. agency fees (X020101),Paper products (X010201),858.267,,,
592,SN-656 2954KG,Box,2024-02-05T12:15:13Z,,Calcium Carbonate,FALSE,,APO Services (V050401),,138.17,,,
593,AC-294 2345KG,Box,2024-02-20T01:33:00Z,,Zinc Oxide,FALSE,,Paper products (X010201),Cement (C020301),380.57,,,
594,BK-960 2396KG,Carton,2024-08-25T01:05:51Z,,Titanium Dioxide,FALSE,,Medical Supplies (M060101),Cement (C020301),450.37,,,
595,AC-278 2159OZ,Carton,2023-12-17T14:53:31Z,,Ceramic Tiles,FALSE,,Construction Materials (C040201),,421.895,,,
596,HD-851 810ML,Each,2024-06-02T08:05:36Z,,Plastic Granules,TRUE,,Chemicals products (W050701),,214.82,,,
597,DISINFECT-207 657L,Box,2024-02-12T18:44:24Z,,Rubber Compounds,TRUE,,Graphic chain pack design (X030101),,829.911,,,
598,SCRUB-488 2337OZ,Carton,2024-11-07T14:28:34Z,,Abrasive Grinding Wheels,FALSE,,,,737.46,,,
599,HD-613 464ML,Box,2023-12-06T11:39:56Z,,Industrial Paints,TRUE,,Cement (C020301),Sterile Gloves (M070101),550.69,,,
600,SN-377 179ML,Each,2024-01-19T10:41:24Z,,Wood Pellets,TRUE,,Vehicle Maintenance (M030501),Paper products (X010201),989.89,,,
601,HD-299 2680ML,Each,2024-07-14T12:54:11Z,,PVC Pipes,TRUE,,IT Equipment (T020101),,215.03,,,
602,CLNR-660 288L,Box,2024-08-17T01:35:01Z,,Insulation Foam,TRUE,,Sterile Gloves (M070101),,853.92,,,
603,AC-894 1937KG,Carton,2024-08-26T13:05:19Z,,Hydraulic Fluids,FALSE,,Advert. agency fees (X020101),,88.445,,,
604,PRD-708 2727KG,Box,2024-08-26T13:05:19Z,,Lubricating Oils,FALSE,,APO Services (V050401),,735.79,,,
